Filter By Length,Label
"payah,masa,paket,harus,kirim,tadi,malah,tunda,karena,masalah,operasional,padahal,butuh,barang,buat,dipake,cepat",negatif
wedeh,netral
hahahah,netral
,netral
,netral
"tydack,mungkin,anda,selalu,ngemil",netral
"jangan,lupa,coba,rasa,buka,puasa",netral
"puasa,prapaskah,lupa",netral
"pickup,kapan,makin,ngulur,waktu,udah,ditungguin,dari,jumat,siang,sampe,skrg,yang,pickup",negatif
,netral
"yang,nganter,paket,tadi,bukan",netral
waini,netral
"affhhh,iyyhhh",netral
"paket,nyampe",negatif
shareloc,netral
"jangan,kurir",netral
,negatif
"oniel,satria",netral
"anter,paket,rumah,saya,dong,hehe",positif
,positif
"masya,allah",positif
mint,netral
"kurir,sayang",positif
"masalah,sama,telat,pickup,contoh,bener,gitu,biar,telat,tapi,alas,nyalahin,seller,please,kalo,bisa,cepat,tidak,jujur,gituloooo",positif
,positif
"info,kurir,kayak,daerah,jogja",netral
"onielchan,cantik,banget",netral
"info,paket,mint",negatif
"kurir,baru",netral
"asiik,bisa,anterin,pketku,sampai,rumah",netral
affh,netral
"kamu,cocok,oniel,jadi,kurir,anteraja",netral
,positif
"cakep,bener",netral
"oniel,emang,cantik,banget,sayang,banget,oniel,sama,kamu,oniel,paling,rajin,ngabarin,tiap,hari",positif
"wededeh,alhamdulillah",positif
"pink,banget",netral
"skin,kurir",netral
"widih,paket,sampe,kurir,anterin,bisa,ngga",netral
"ngisep,darah,ngga",netral
"asikk,pink,pink",netral
"makasiiih,minn,udah,ajak,mampir",positif
"emang,kamu,puasa,paskah,sekarang",netral
"jangan,lupa,cobain,bukber,takjil,juga",netral
greee,netral
"marshaaaaa,mimin,saat",netral
"mang,eakk",netral
"haiii,oniel,yang,tadi,abis,mainmain,anteraja",netral
"kurir,gajelas,naruh,paket,entah,mana,terang,terima,orang,langsung,padal,baru,balik,pusing,mikirin,kuliah,lagi,excited,sama,paket,malah,buat,sama,kurir,search,anteraja,search,kendala,banyak,yang,sama",negatif
"makin,cinta",positif
"semangat,puasa,matcha",netral
,netral
"jadi,cerita,lagi,training,insyaallah,tahun,depan,masuk,islam",netral
mang,netral
"yang,benerr,ngabb",netral
,netral
,netral
"masya,allah,onyiel",positif
mantap,positif
"eiitttsss,produk,baik,kami",positif
"masya,allah",positif
"saya,biasa,lagi,minum,makan,karena,puasa,begitu,minum,makan,tapi,mesti,nahan,diri,untuk,dengerin,atau,bahkan,ninggalin,temen,lagi,ghibah,susah",netral
"mantaaps,bujet",positif
"mnding,ganti,nama,entar,drpd,anter",negatif
"puasa,prapaskah,nanti",netral
"mimin,yang,satsetsatset,normal,bolak,balik,portairport,kota,asalgtkota,tujuangthubgtkota,asal,lagi",positif
mangeak,netral
"bawah,matahari,lari,hari,hari,masa,muda",netral
"sekali,mumpung,event,gede,bulan",netral
"serasa,lagi,siksa,sama,belanda",netral
"ngmng,apas",netral
"gapapa,trial",netral
"wuidih,cweeet",netral
"mending,budim,belakang,sama,pulang,gerejaaa,shaa",netral
,netral
"baiknyaramadan,kali,ingin,hormat,member,yang,puasa,dengan,tidak,makan,depan,mereka,skalian,coba,rasa,puasa",netral
"keren,maeng",netral
mantul,positif
"kata,sekali,login",netral
"bener,biar,dapet,kwrunianya",netral
shap,netral
mint,netral
"kenapa,order,saya,dari,hari,sabtu,pick,sampe,sekarang",negatif
anime,netral
kereen,positif
"gigi,hannyhihihi",netral
"frustasi,banget,kirim,lewat,anter,paket,gerak,gerak,tolong,hari,minggu,gerak,paket,saya,resi,sudah,saya",negatif
masokkk,netral
"keren,queen",positif
"keren,marshaa",positif
"subhanallah,onieeelll",positif
manttap,netral
heeyy,netral
kapan,netral
"buka,puaa,oniel,beli",netral
"indah,telorasin",netral
anjassss,netral
cakepp,positif
ashiap,netral
siap,netral
"widihh,keren",positif
"ikut,puasa,siapa,penasaran,wkwk",netral
"gaada,nich",netral
siap,netral
"wihh,manntulity",positif
widih,netral
,netral
"beuhhh,mangstap",positif
,netral
,netral
"baik,garis,putih,lapang,sekolah",netral
wedede,netral
,netral
"keren,matcha",positif
mint,netral
"beuhhh,siap,maeng",netral
"kirain,hashtag,baru",netral
"okeee,cinta",netral
"template,wkwk",netral
"indah,telor,asin",netral
"bisa,samping,wkwkw",netral
masyaallah,positif
usah,netral
keren,positif
siaaaappp,netral
"telpon,ketok,rumah,status,paket,tunda,terima,hubung,kntorrmah,tutup,smua,aktif,rumah,mnggu,satria,kbar",negatif
masyaallah,positif
"bohong,kamuh",negatif
kerennn,positif
"jangan,kebalikbalik,logika,justru,yang,puasa,harus,hormat,yang,tidak,puasa,puasa,bukan,soal,makan,minum,lebih,jauh,lagi,kena,olah,rasa,olah,nafsu",negatif
wedehhh,netral
"bener,bulan,puasa,gaboleh,boong",netral
"bangga,lohhh",positif
"haloo,status,masih,proses,jakarta,timur,bisa,ambil,langsung",netral
,netral
"shap,mint",netral
bweuuhhhh,netral
"login,hari,jumat,ngomong,astaghfirullah,gitu",netral
"mulai,sekarang,bakal,pake,anteraja,buat,berangkat,kerja,pake",positif
mint,positif
"terima,kasih,anteraja,sudah,buat,marsha,ngetwit",positif
,netral
"thanks,info",positif
,netral
mantappp,positif
"selamat,buka,puasa",netral
,netral
"free,gacha,jamin,char",netral
"mashallah,subhanallah,matchaaa",positif
"maeng,maeng,maeng",netral
"mang,eaaaak",netral
"kerenn,marsha",positif
"wowowowowoo,buka,dulu,dong,sekarangg",netral
beeuuuhhh,netral
alhamdulillah,positif
"rasa,puasa,adalah",netral
mint,netral
"mantulity,alias,saat,mint",positif
"kerennn,semangat,browwww",positif
,netral
"wedehhhh,mantap,anime",positif
mantap,positif
"mending,kamu,sekali,server,mumpung,lagi,event",netral
"behhh,semangat,maeng",netral
marshaoloh,netral
"mantap,shaa",positif
"beuuhhhhhh,mantap,sekali",positif
keren,positif
okeh,netral
,netral
"makan,tinggal,makan,padahal",netral
ntapppp,positif
semangat,netral
"kamu,bisa,maca",netral
bismillah,netral
,netral
"wedehhh,siapp,matchaaa",netral
wedehhh,netral
,netral
"baiknyaramadan,kali,ingin,hormat,member,yang,puasa,dengan,tidak,makan,depan,mereka,skalian,coba,rasa,puasa",netral
"siap,info,telah,terima,dengan,baik",positif 
"mantap,mint",positif
"siap,mint",netral
mint,netral
"okee,niel",netral
,netral
"apakah,diri,bisa,baik",netral
"keren,oshiku",positif
mantapp,positif
mint,netral
kerenn,positif
mint,netral
nnti,netral
"selamat,buka,onielll",netral
"selamat,buka,puasa",netral
"semangatt,ciii,gree",netral
mint,positif
"bikin,video,with,dong",netral
mint,netral
"cemangat,tahan,lapar,haus,cigre",netral
,netral
masyaallah,positif
"tolong,shopee,otomatis,males,sameday,anter,expedisi,jelas,sameday,biar,gojekgrab,bagus,anteraja,usah,pake",negatif
,netral
"mauuu,jugaaaa",positif
"coba,mana,foto,pake,jaket,anteraja",netral
masyaallah,positif
"mantap,mint",positif
ashiapppp,netral
"wihhh,keren,mint",positif
"wedee,mangtapp",positif
"terima,kasih",positif
masyaallah,positif
"buka,pake,niel",netral
"keren,banget,onielku,sayang,selamat,buka,puasa,oniel",netral
"mampir,thread,oniel",netral
aamiin,netral
,netral
"masya,allah",netral
"betul,oniel",netral
,netral
"sameday,sameday,kucing",negatif
"siapp,packk",netral
kelasss,netral
sipp,netral
"baiknyaramadhan,bukan,cuma,soal,tahan,lapar,haus,tapi,juga,untuk,baik,diri,sendiri",netral
mantap,positif
mantap,positif
"kerja,bagus",positif
mint,netral
keren,positif
"usaha,baik,akan,datang,baik",netral
heheh,netral
"mantappp,cigee,dari,dulu,emang",positif
"wihhh,keren",positif
"mantap,betul,cimta",positif
"mang,bagus,bagus",netral
,netral
,netral
kereeen,positif
,netral
,netral
buka,netral
"mantap,mint",positif
"shiaap,mingre,terbaiq",netral
great,netral
"rill,mint",netral
keren,positif
dong,positif
keren,positif
ciciyangbaik,netral
"keren,mint",positif
,netral
"waini,mantap",positif
mint,netral
hehehe,netral
"coba,isengin,shani,sama,mpen,biar,puasa,lama",netral
"mantap,kali,cigre",positif
"alhamdulillah,mkasih,toleransi",positif
info,positif
"keren,sekali,cici",positif
terimakasih,netral
mantap,positif
"kalo,makan,depan,liat,kamu,udah,kenyang,kayak,abis,makan,ransum",netral
"ultah,lohh,ucapin,dongg,hehehe",netral
"terima,kasih,semangattt",positif
"sayang,cici,banget",netral
,netral
"bismilah,cigre",netral
"mint,mantap",positif
mint,netral
