Akun,Tweet,Lokasi,Label;;;
https://twitter.com/heelation,@cupcakeeyys @anteraja_id mjb kak nemu di search ban. ini paket kakak gmn kabarnya ya? soalnya paketku kayak gini jg 😭,;;;
https://twitter.com/heelation,@pengusahabtc @anteraja_id mjb kak nemu di search ban. ini paket kakak gmn kabarnya ya? soalnya paketku kayak gini jg 😭,;;;
https://twitter.com/H4nZ83,@anteraja_id @Farid021220 Template basa basi busuk,;;;
"https://twitter.com/tidurmulu,""@anteraja_id lu bobrok bgt asli mending tutup aja gajelas bgt,paket ngestuck disitu2 aja,tlp call center gabisa,di wa jg yg bales bot,email ga dibales,ini karyawan sm kurirnya kerja ga si,tutup aja mending,kalo ganiat mah fakyu"",";;;
"https://twitter.com/saefudindwi_p,""@idextratime Tanggapan @anteraja_id gimana nih,gagal nih kita ke stadion sambil bawa PC Anteraja X JKT48"",";;;
https://twitter.com/anteraja_id,@idextratime https://t.co/oeA6S6HS8e,;;;
https://twitter.com/devirakhmawati,@anteraja_id aplikasi kamu lg error !?,;;;
https://twitter.com/yasminfdhla__,Ngga @anteraja_id @AnterajaCare  ngga @jntexpressid sama sama BABI LU SEMUA,;;;
"https://twitter.com/COVID_DELTA19,""Dan terjadi lagi, firasat gw ga salah pake ni ekspedisi. Pilih product SD malah molor. Kapok-kapok dah...";;;
"@anteraja_id @TokopediaCare @YLKI_ID https://t.co/cCRyb4WEZV"",";;;
https://twitter.com/lovesforyu,@S_AshelJKT48 @anteraja_id esemgeteeeeee kalian!,;;;
"https://twitter.com/MilenCyrus_,""@anteraja_id BAIKNYA RAMADAN ";;;
@nyoehh ;;;
@Mancah_;;;
@eries_prima ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/Ikzi_,""@anteraja_id BAIKNYA RAMADAN ";;;
@nihayafatah ;;;
@nyoehh;;;
@IJaising ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
https://twitter.com/COVID_DELTA19,@Iqbalamsyahh @anteraja_id Ga usah heran dengan brand yang ini.,;;;
"https://twitter.com/eries_prima,""@anteraja_id BAIKNYA RAMADAN ";;;
@muhammadnurpala ;;;
@Pikacut_;;;
@tdyavert ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/Mancah_,""@anteraja_id BAIKNYA RAMADAN ";;;
@agilriego ;;;
@Jsetya_;;;
@manihnih;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
https://twitter.com/Bintangprtm7,@kaambing Ya kalo sampe keteteran harusnya demand naik dong. Yakali demand naik tp gk ada eskalasi nambah karyawan 😏 coba dah jawab @anteraja_id,;;;
"https://twitter.com/jnxnaufal,""@anteraja_id Innovative juga nih perlu ditiru kurir lain. Penjual dan pembeli di Kota yang sama tapi dikirim ke Jakarta untuk dikirim balik ke Kota awal.";;;
;;;
"Mantap, moga sukses selaluuuu https://t.co/HpwecxH2t9"",";;;
"https://twitter.com/Pikacut_,""@anteraja_id BAIKNYA RAMADAN ";;;
@nihayafatah ;;;
@Jsetya_;;;
@Mancah_ ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
https://twitter.com/intanps21,@sbtcon @anteraja_id the best🫶🏻🫶🏻,;;;
https://twitter.com/Kumikowin,@anteraja_id BAIKNYA RAMADAN @dewalova_ieiend @AstrianiRahmaw3 @LWulandadi  #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/Ngurah_Siniwi,@anteraja_id eh ini gimana kebiasaan bgt ga pickup barang https://t.co/lNfES9AfPy,;;;
"https://twitter.com/rizkyarum92,""@anteraja_id Jawaban : Baiknya Ramadan ";;;
#PastiBagiHadiah ;;;
#BaiknyaRamadan;;;
;;;
@sumantribudi11 ;;;
@Saepuloh_90 ;;;
"@itarafrk"",";;;
https://twitter.com/ineffableive,@anteraja_id check dm minn,;;;
"https://twitter.com/berlianozt_,""@anteraja_id Baiknya Ramadan ";;;
"@Baswara_jl @ryhnfdlh @Lutfiahmd04 #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/anteraja_id,@Freya_JKT48 Kak Freyaaa 👋👋👋🫶🫶🫶,;;;
https://twitter.com/wtharugf,@anteraja_id tolong respon nya kak,;;;
"https://twitter.com/cellinejeanne,""tolong penanganannya. kl datengnya next day percuma dong pesen same day";;;
;;;
"@anteraja_id @AnterajaCare @tokopedia @TokopediaCare https://t.co/vUrlEhMfOD"",";;;
https://twitter.com/wtharugf,@anteraja_id halo min ini udah muncul resi dan tinggal nunggu pick up tapi belom ada yg pick up sampe sekarangg https://t.co/3Fkl3NmTyz,;;;
"https://twitter.com/sebastyan_hp,""@anteraja_id BAIKNYA RAMADAN ";;;
@acu_nurhidayat ;;;
@indradi_dian ;;;
@STblg ;;;
;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/sebastyan_hp,""@anteraja_id BAIKNYA RAMADAN ";;;
@acu_nurhidayat ;;;
@indradi_dian ;;;
@STblg ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/RinRin82779740,""@anteraja_id Jawabannya : BAIKNYA RAMADHAN";;;
#PastiBagiHadiah #BaiknyaRamadhan;;;
;;;
"@Lasemi_Bue_AL  @rizkyarum92 @NuraidaOrizah"",";;;
https://twitter.com/haehaehaechanz,@AnterajaCare @anteraja_id,;;;
https://twitter.com/ashelucu,@S_AshelJKT48 @anteraja_id iyah,;;;
https://twitter.com/TriW1212,@anteraja_id @A_FionyJKT48 Itu segel ninjutsu.. Mau kuchiyose kek nya cepio,;;;
https://twitter.com/maungngomul,@MrIchss @anteraja_id blangsak emang bang😣😣😣 @AnterajaCare,;;;
https://twitter.com/mfadhild,Bener bener ya  @anteraja_id @AnterajaCare paket nyampe udah dibuka dan labelnya robek begini https://t.co/unQUchTtzy,;;;
"https://twitter.com/ZaidAbil,""@anteraja_id Baiknya Ramadhan #PastiBagiHadiah ";;;
#BaiknyaRamadan;;;
"@DimasDizzy @Dwiantsaa  @AimannnnD"",";;;
https://twitter.com/chkagung,@S_AshelJKT48 @anteraja_id Semangat,;;;
"https://twitter.com/Marjun29_,""@anteraja_id Baiknya Ramadan ";;;
;;;
@derinps_ @azilicorn @yadhoot ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/ChandraaFelixx,""@anteraja_id Bikenya Ramadan = Baiknya Ramadan";;;
"@dickyyendri_ @AlundraShaputra @faristw #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/Zetyo_pambudi7,@anteraja_id Baiknya Ramadan #PastiBagiHadiah #BaiknyaRamadan @AlvianB48 @_Putriii_A @_sherlinams,;;;
"https://twitter.com/anteraja_id,""Hanya 1 dari 100 orang yang ngerti ini 🤭";;;
;;;
Langsung cek Tiktoknya Anteraja deh, dijamin bakal ter ngik-ngik nontonin Drama Komplek Rempong! 🤪;;;
;;;
Lihat di mari 👇;;;
"https://t.co/tFxBCIc2iR https://t.co/a7aTJgoDvJ"",";;;
https://twitter.com/groovebeer,@S_AshelJKT48 @anteraja_id Iya iyaa❤️,;;;
"https://twitter.com/ara0210_,""@anteraja_id Baiknya Ramadhan #PastiBagiHadiah ";;;
"#BaiknyaRamadan @dimpleschewy @ruiruichi @maul__arfan"",";;;
https://twitter.com/achuan_nita,@anteraja_id bagaimana ini paket ku salah alamat lagi yang di kirim tolong baca dm ku . kurir kalau gak bisa dan gak paham alamat jangan di jadikan kurir paket,;;;
"https://twitter.com/ara0210_,""@anteraja_id Baiknya Ramadhan #PastiBagiHadiah ";;;
"#BaiknyaRamadan @Zetyo_pambudi7 @mailxsss @shrtbreak_"",";;;
"https://twitter.com/clabbii,""Baru kali ini super bermasalah sama ekspedisi, dan ekspedisi ini bener2 ga bertanggung jawab alias kabur setelah menghilangkan barang gue. Semua akses ke cs juga ga membuahkan hasil. Claim juga no progress. Enaknya di report kemana ya? @anteraja_id"",";;;
"https://twitter.com/imanalfa2,""Paket dr tgl 28-3-23 ga gerak"""" 10006929276313 @anteraja_id"",";;;
"https://twitter.com/emputthy,""@anteraja_id jawabannya Bikenya Ramadan alias Baiknya Ramadan.";;;
yu ikutan @ditahnfh_ @_titik2d_ @fauznmzkki ;;;
;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/diohkmtyr_,""@anteraja_id Baiknya Ramadan";;;
#PastiBagiHadiah #BaiknyaRamadan ;;;
;;;
"@Tedyan97 @vdybntang @Rovik_kun"",";;;
https://twitter.com/ndyycuyyyy,@S_AshelJKT48 @anteraja_id siapp ka ashell,;;;
"https://twitter.com/derinps_,""@anteraja_id Baiknya Ramadan #PastiBagiHadiah ";;;
#BaiknyaRamadan ;;;
;;;
"Yuk ikutan @ghiri_ngawi @Marjun29_ @Annajmussaaqib"",";;;
https://twitter.com/trtagstio,@S_AshelJKT48 @anteraja_id oke cel,;;;
https://twitter.com/anteraja_id,@A_FionyJKT48 artinya apa ce? ajarin gerakan tangannya dong,;;;
https://twitter.com/hwang_ijey,@anteraja_id woooiiiii paket guee seminggu ga nyampe” pdhal sesama jabar dan udh nyampe kota tujuan dari 5 hari yg lalu!!,;;;
"https://twitter.com/meilinaist,""@anteraja_id Baiknya Ramadan #PastiBagiHadiah ";;;
#BaiknyaRamadan ;;;
;;;
"Guys ikutan yuk @ghiri_ngawi @ayuniadesty @derinps_"",";;;
https://twitter.com/anteraja_id,@txtdarikostan kulkas kost 🤝 kulkas kantor,;;;
https://twitter.com/lovlydyn,@S_AshelJKT48 @anteraja_id shappp sayangku😋,;;;
"https://twitter.com/rosari1099,""@anteraja_id Baiknya Ramadan ";;;
#PastiBagiHadiah #BaiknyaRamadan ;;;
;;;
Yuk ikutan kuisnya dari @anteraja_id  sekarang juga guys !;;;
@nipannnm ;;;
@AmeliaAja18 ;;;
@nand__ ;;;
;;;
Semoga kita beruntung ygy ;;;
"Amin 🙏🏻😇 https://t.co/YXgepE0jKg"",";;;
"https://twitter.com/IvansyahAlif,""@anteraja_id Baiknya Ramadhan ";;;
;;;
Bang ikutan bang ;;;
@azigandazoy @Ernandy_M @ade_setiono13 ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/Doaibu87,""@anteraja_id Baiknya Ramadhan #PastiBagiHadiah ";;;
"#BaiknyaRamadan @raditzdj @itsme_genk @azzamimaduddin_"",";;;
https://twitter.com/nepptunuzz_,@AnterajaCare @anteraja_id,;;;
https://twitter.com/nrmlpi,@yournaladhipa @S_AshelJKT48 @anteraja_id pukulin aja satu persatu ki,;;;
https://twitter.com/anteraja_id,@S_AshelJKT48 Hai Acelll 🫶 https://t.co/cwdoXkAGKr,;;;
https://twitter.com/yasminfdhla__,Tolong pickup paket saya cepat! :3? 2; sudah dua hari di rumah ngga keambil @anteraja_id @jntexpressid @JNE_ID,;;
https://twitter.com/tyapradistya,@S_AshelJKT48 @anteraja_id iyh,;;;
"https://twitter.com/hansonnn_p,""@anteraja_id Baiknya ramadan ";;;
@namaakunnyaawan @IvansyahAlif @ade_setiono13 ;;;
;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/DimasDizzy,""@anteraja_id Baiknya Ramadhan #PastiBagiHadiah ";;;
#BaiknyaRamadan;;;
@Dwiantsaa ;;;
@ZaidAbil;;;
@AimannnnD;;;
" buat THR"",";;;
"https://twitter.com/zoeldyik,""@anteraja_id asal kata";;;
BIKENYA RAMADAN;;;
Jadi;;;
"BAIKNYA RAMADAN""""";;;
;;;
Ikutan yuk gaes!;;;
@KaWeBe_7;;;
@velma_inc;;;
@abdulrohim3560;;;
;;;
"#PastiBagiHadiah #BaiknyaRamadan https://t.co/mQA6hNzcFs"",";;;
"https://twitter.com/ditahnfh_,""@anteraja_id jawabanya Baiknya Ramadan";;;
#PastiBagiHadiah ;;;
#BaiknyaRamadan ;;;
;;;
"yuk pada ikutan @ItsGiii_ @cmllaryder05 @emputthy"",";;;
"https://twitter.com/fauznmzkki,""@anteraja_id Jawabannya yaitu Baiknya Ramadan";;;
;;;
Gas lah ikutan @emputthy @ditahnfh_ @japaaarr ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/yournaladhipa,""@S_AshelJKT48 @anteraja_id ini lg jaga kata2 si, liat jalanan yg macet"",";;;
"https://twitter.com/radforddavis2,""@anteraja_id BAIKNYA RAMADAN";;;
;;;
Yuk ikutan @GantengAnggit1 @RadenAllim @afandy_mer ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/afandy_mer,""@anteraja_id Baiknya Ramadan ";;;
@gung_gung_gung_ ;;;
@Siyam2022 ;;;
@jumro19 ;;;
#PastiBagiHadiah ;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/AniYantii,""@anteraja_id BAIKNYA RAMADAN,Pake @anteraja_id Pasti Lebih Baik😍 @airmineralalami @blhbloh @dxxyyah_  ";;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/Machalate02,@S_AshelJKT48 @anteraja_id Kamu juga semangat puasanya,;;;
"https://twitter.com/pal4kotak,""@anteraja_id baiknya ramadan ";;;
@flamingoozz @ridwan_hakimm @arfiyndk_ ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/keziabanne07,@anteraja_id Baiknya Ramadan @clrbrgt @izmiiiw @Ahmad_S_21_  #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/senoparty_,""terkahir kali deh pake @anteraja_id gila lamanya ga ngotak, emng paling bnr kalo mau paket sampe tu pake @sicepat_ekspres"",";;;
"https://twitter.com/finnaapril,""@anteraja_id Baiknya Ramadan pake @anteraja_id pasti lebih baik🫶 @FnsnyZee @Dahlahhh15 @compactaa ";;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/dandeell15_,""@anteraja_id Baiknya Ramadan @aderzkasptra @ArnotSykes @Dwiiwayy  ";;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/bangoyan25_,@anteraja_id BAIKNYA RAMADAN pake @anteraja_id @urkyje @mrhnag @tassynp #BaiknyaRamadan #PastiBagiHadiah,;;;
"https://twitter.com/widiya_ylynaa,""@anteraja_id 1.baiknya ramadhan";;;
2.@budibongg @__grcshn @dersimaulida;;;
Sabi ikutan hhe ;;;
"3. #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/rosen_ocen,""@anteraja_id Baiknya Ramadan ";;;
#PastiBagiHadiah ;;;
#BaiknyaRamadan ;;;
;;;
Yuk kita ikutan teman sekarang juga;;;
"@bocah_emo @EricCrow_ @ekasunaryo18"",";;;
https://twitter.com/Andreformchoice,@S_AshelJKT48 @anteraja_id aku suka berkata anjuy kalo lagi dijalan,;;;
https://twitter.com/Cholifatulimel2,@S_AshelJKT48 @anteraja_id Siap min,;;;
"https://twitter.com/Lindaagustin_08,""@anteraja_id (Bike)Baiknya Ramadhan ";;;
Yuk guys ikutan ;;;
@DinoKuning12 ;;;
@Sitikhafifahh ;;;
@eez_bukandino ;;;
#PastiBagiHadiah #BaiknyaRamadan ;;;
;;;
Semoga keberuntungan memihak kepada kita 🙂;;;
"Aamiin 🤲"",";;;
"https://twitter.com/RosesGan,""@S_AshelJKT48 @anteraja_id Siap cel. Thanks remindernya, meskipun iklan wkwkwk"",";;;
"https://twitter.com/bayri__,""Capek ih nunggu paketan datang. Gmn cara sortir olshop di @ShopeeID  yg pake jasa @anteraja_id ? Supaya bisa di skip. Males bgt gitu lamaaaaa nyampe nya, muter2 dulu. Males urusan lg sama ekspedisi ini. Terakhir sampe ambil langsung ke gudangnya 😑"",";;;
https://twitter.com/Kakyo20554133,@S_AshelJKT48 @anteraja_id Jgn bohong pkk ny 😊 https://t.co/L7ne92fxNF,;;;
"https://twitter.com/Dwiantsaa,""@anteraja_id Baiknya Ramadhan #PastiBagiHadiah ";;;
#BaiknyaRamadan;;;
"@DimasDizzy @ZaidAbil @AimannnnD buat modal"",";;;
https://twitter.com/harrysakaF,@S_AshelJKT48 @anteraja_id Pap penyemangat puasa dong,;;;
https://twitter.com/Ence_mad5,@anteraja_id Baiknya Ramadhan @mkdafi21_ @bangoyan25_ @CupangNyChristy   #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/suargoradityo,@S_AshelJKT48 @anteraja_id Semangat...✊️ https://t.co/O3UrNr6cIk,;;;
https://twitter.com/duzafik_46,@S_AshelJKT48 @anteraja_id Masya allah ashelyah 🙏,;;;
https://twitter.com/HildanEfendi10,@S_AshelJKT48 @anteraja_id Siap,;;;
"https://twitter.com/ridooetoro1,""@anteraja_id BAIKNYA RAMADAN";;;
;;;
"#BaiknyaRamadan"",";;;
https://twitter.com/yournaladhipa,@halonessa @S_AshelJKT48 @anteraja_id @sioces_ ga,;;;
https://twitter.com/halonessa,@yournaladhipa @S_AshelJKT48 @anteraja_id @sioces_ bisa ga jangan bawa2 aku?😭,;;;
https://twitter.com/sisafitrinur,@anteraja_id Min cek dm donng,;;;
https://twitter.com/Helda_jayantie,@S_AshelJKT48 @anteraja_id Siap.. berusa selalu menjaga kata². Semangat,;;;
https://twitter.com/aidalestari24,@S_AshelJKT48 @anteraja_id Oke aceng,;;;
https://twitter.com/RatnaAp24,@anteraja_id Baiknya Ramadan #PastiBagiHadiah #BaiknyaRamadan @PaniPani16 @pdj_1309 @trollychin_,;;;
https://twitter.com/anemesis50,@S_AshelJKT48 @anteraja_id https://t.co/JLoiCeDYUJ,;;;
https://twitter.com/luqysm,@S_AshelJKT48 @anteraja_id siap baik,;;;
"https://twitter.com/yournaladhipa,""@S_AshelJKT48 @anteraja_id tuh jgn marah"""" @sioces_ @halonessa"",";;;
"https://twitter.com/BayuKirana7,""@anteraja_id BAIKNYA RAMADAN";;;
#PastiBagiHadiah #BaiknyaRamadan ;;;
"@NandaElok @Indri @panji"",""Place(id='1313c5d37b77559a', fullName='Teluk Segara, Indonesia', name='Teluk Segara', type='city', country='Indonesia', countryCode='ID')""";;;
https://twitter.com/dhika_cahyo,@S_AshelJKT48 @anteraja_id Oke kak,;;;
https://twitter.com/twndt11,@S_AshelJKT48 @anteraja_id Siap cel,;;;
https://twitter.com/__Ersa__,@S_AshelJKT48 @anteraja_id https://t.co/ugLyHlLIPC,;;;
https://twitter.com/widiya_ylynaa,@S_AshelJKT48 @anteraja_id Wokeii,;;;
https://twitter.com/UmiFadhilah09,@anteraja_id Baiknya Ramadan @UmiFadhilah09 @QS_reciter @maylitha #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/Billy_realdo07,@S_AshelJKT48 @anteraja_id Iya cel iya,;;;
https://twitter.com/jesuistiara,@S_AshelJKT48 @anteraja_id Btull,;;;
https://twitter.com/MrIchss,@maungngomul @anteraja_id Kalo bisa jgn pake tuh kurir 🤣,;;;
https://twitter.com/biiiguuudttt_,@S_AshelJKT48 @anteraja_id iya sayang,;;;
https://twitter.com/UmiFadhilah09,@anteraja_id BAIKNYA RAMADAN @QS_reciter @Maylitha @nailul #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/hugorlst,@S_AshelJKT48 @anteraja_id semangat kamu,;;;
https://twitter.com/Nrazz20,@S_AshelJKT48 @anteraja_id Syappppp bu,;;;
"https://twitter.com/udahadalagi,""@S_AshelJKT48 @anteraja_id Barusan aku nyetir di jalan, terus ada pengendara yg ngeselin. Auto berkata kasar 😡🥲😭 yah maap red day-1😭 bawaan marah2 cel"",";;;
https://twitter.com/ridicboy,@S_AshelJKT48 @anteraja_id Semangat puasanya kamu cel 😇🤍 https://t.co/uPpLRuj7br,;;;
https://twitter.com/canathoid,@S_AshelJKT48 @anteraja_id anj cyurrrr 🤏🏼,;;;
https://twitter.com/slmanahwa_,@S_AshelJKT48 @anteraja_id siap shel,;;;
https://twitter.com/lusiapa_77,@S_AshelJKT48 @anteraja_id chuuuaks,;;;
https://twitter.com/fitriaaju,@S_AshelJKT48 @anteraja_id hari hari promosi,;;;
https://twitter.com/dppajndlh,@S_AshelJKT48 @anteraja_id okeee,;;;
https://twitter.com/Christopher_as_,@anteraja_id Baiknya ramadan #PastiBagiHadiah #BaiknyaRamadan @jokennn23  @alganiusnugraha @marcell_nw,;;;
https://twitter.com/Monalisa82005,@S_AshelJKT48 @anteraja_id Siap acel,;;;
https://twitter.com/sesilmalik,@S_AshelJKT48 @anteraja_id siap cel🫡,;;;
https://twitter.com/indahtauu31,@S_AshelJKT48 @anteraja_id Makin smngt puasa 💖,;;;
https://twitter.com/Syifa928,@S_AshelJKT48 @anteraja_id Siap cel🫡,;;;
https://twitter.com/winsabagus,@S_AshelJKT48 @anteraja_id betul,;;;
https://twitter.com/so_tongg,@S_AshelJKT48 @anteraja_id Aku tak puasa saat didekatmu,;;;
https://twitter.com/Ochiiberbera,@S_AshelJKT48 @anteraja_id Siap ayy🫡,;;;
https://twitter.com/visasa_,@S_AshelJKT48 @anteraja_id Baiknya adzana,;;;
https://twitter.com/andy_febiyadi,@S_AshelJKT48 @anteraja_id Ok,;;;
https://twitter.com/zeerannn,@S_AshelJKT48 @anteraja_id acel kangennnnnn,;;;
https://twitter.com/BaalMaid,@S_AshelJKT48 @anteraja_id tidak yakin 🙏,;;;
https://twitter.com/lauvacel,@S_AshelJKT48 @anteraja_id aku ga disemangatin?,;;;
https://twitter.com/adagio_tempo,@S_AshelJKT48 @anteraja_id Betul,;;;
https://twitter.com/Novrmwt_,@S_AshelJKT48 @anteraja_id sr aceng sr,;;;
https://twitter.com/just_piterr,@S_AshelJKT48 @anteraja_id jadi kapan sr🥲🫵🏻,;;;
https://twitter.com/laalalalostyou,@S_AshelJKT48 @anteraja_id iya,;;;
https://twitter.com/asadeluv,@S_AshelJKT48 @anteraja_id oke,;;;
https://twitter.com/Mailone06,@S_AshelJKT48 @anteraja_id Siap acel 🫡,;;;
https://twitter.com/ehripkiii,@S_AshelJKT48 @anteraja_id siap bossss,;;;
https://twitter.com/dersimaulida,@S_AshelJKT48 @anteraja_id Sip,;;;
https://twitter.com/San_ryu4,@S_AshelJKT48 @anteraja_id Oke achel,;;;
https://twitter.com/drinkfav_u,@S_AshelJKT48 @anteraja_id siapp,;;;
https://twitter.com/notflla,@S_AshelJKT48 @anteraja_id ok,;;;
https://twitter.com/ooh_zk,@S_AshelJKT48 @anteraja_id ok,;;;
"https://twitter.com/S_AshelJKT48,""#BaiknyaRamadan kali ini, harus saling menjaga ucapan dan berkata baik. semangat yaa puasanya! @anteraja_id 💘"",";;;
"https://twitter.com/dhyaDhya,""Customer service sibuk semua, WA dan Twitter ga direspon. Kalo ada kendala harus laporan kemana sih @anteraja_id @AnterajaCare"",";;;
"https://twitter.com/yourfms_,""@anteraja_id Baiknya Ramadan";;;
"gaskiii @IvansyahAlif @namaakunnyaawan @hansonnn_p #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/dhyaDhya,""Customer service sibuk semua, WA dan Twitter ga direspon. Kalo ada kendala harus laporan kemana sih @anteraja_id"",";;;
"https://twitter.com/chocmattcha,""@anteraja_id Baiknya Ramadan";;;
 #PastiBagiHadiah #BaiknyaRamadan ;;;
"Kuy ikutan @___duatujuh @__Azizah15  @hmnintrovert"",";;;
"https://twitter.com/ivradh,""@anteraja_id Bike(nya) rama dan";;;
@Abdansa17 @Miaaas_ri @Ranggadityaaaa_ ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/nielsaddict,""@anteraja_id Jawab: Baiknya Ramadhan";;;
;;;
#PastiBagiHadiah ;;;
#BaiknyaRamadan ;;;
;;;
Doain gaes @adinisftr7 @yundakh_ @ltfasl ;;;
"Have nice day~~~"",";;;
"https://twitter.com/rizonemohamad,""@anteraja_id Baiknya Ramadan ";;;
#PastiBagiHadiah ;;;
#BaiknyaRamadan;;;
;;;
"@rizkyarum92 @damar_psikologi @BatawiArif"",";;;
"https://twitter.com/alganiusnugraha,""@anteraja_id Baiknya Ramadan ";;;
@irfanbima190 @semakindirevan @Christopher_as_ ;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/kamen_rezha,@anteraja_id Baiknya Ramadan @fikrijylo123 @RatnaAp24 @Jeremoy7702  #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/TeguhAdriansya6,""@anteraja_id Jawaban : Baiknya ramadan";;;
#PastiBagiHadiah #BaiknyaRamadan ;;;
;;;
Ikut aja, mana tau beruntung 😄 :;;;
@maheskruk @Mkgntaa @rzlnurfirman;;;
;;;
Semoga beruntung di bulan Ramadhan ini :);;;
"Maaf saya maksa mint wkwkw @anteraja_id https://t.co/NkrBpZSX9X"",";;;
"https://twitter.com/aryabphe_,""@anteraja_id Baiknya Ramadan";;;
@J_siahaan2 @brnvll_ @fahrezi_arif12 ;;;
"#PastiBagiHadiah #BaiknyaRamadhan"",";;;
"https://twitter.com/Hasruull,""@anteraja_id BAIKNYA RAMADAN @bukanbillgates @_28_Gi @aldobroncy ";;;
;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/anteraja_id,""@daniellabelll Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@finanurdianti Hi Kak Fina, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@movieden Hi Kak Denny, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@Riyan_Hitman Hi Kak Riyan, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/airmineralalami,""@anteraja_id """"Baiknya Ramadan""""";;;
;;;
Kuy ikutan GA nya;;;
@SitiSalwa111 @nyzlxx @AniYantii ;;;
;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/anteraja_id,""@yerinjahat Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@ocHanadaLPotro Hi Kak Veronika, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@botiez_juan87 @tokopedia Hi Kak Juan, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@4nakgemes Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@JohnnyFyuture Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
