Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label,Kata,Hitung
@anteraja_id Baik-Nya Ramadan @0nezee_ @romesfff @radityaraffa05 #PastiBagiHadiah #BaiknyaRamadan,BaikNya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
@anteraja_id Baiknya Ramadan | @duasendokaja @pupuyym @fxsika | #PastiBagiHadiah #BaiknyaRamadan,Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
@anteraja_id Baiknya ramadan @agvano48 @sreheaz16 @AyrivLairmhad  #PastiBagiHadiah #BaiknyaRamadan,Baiknya ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"@anteraja_id 1. (Bike)Baiknya ramadan
2. @Hanif_AF @jehaes_ @ArisDwiPradipta 
3. #PastiBaguHadiah #BaiknyaRamadan",BikeBaiknya ramadan PastiBaguHadiah BaiknyaRamadan,bikebaiknya ramadan pastibaguhadiah baiknyaramadan,"['bikebaiknya', 'ramadan', 'pastibaguhadiah', 'baiknyaramadan']","bikebaiknya,ramadan,pastibaguhadiah,baiknyaramadan","bikebaiknya,ramadan,pastibaguhadiah,baiknyaramadan","bikebaiknya,ramadan,pastibaguhadiah,baiknyaramadan",netral,"['bikebaiknya', 'ramadan', 'pastibaguhadiah', 'baiknyaramadan']","{'bikebaiknya': 1, 'ramadan': 1, 'pastibaguhadiah': 1, 'baiknyaramadan': 1}"
@anteraja_id Baiknya ramadhan @sreheaz16 @agvano48 @barryabay  #PastiBagiHadiah #BaiknyaRamadan,Baiknya ramadhan PastiBagiHadiah BaiknyaRamadan,baiknya ramadhan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadhan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadhan,pastibagihadiah,baiknyaramadan","ramadhan,pastibagihadiah,baiknyaramadan","ramadhan,pastibagihadiah,baiknyaramadan",netral,"['ramadhan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadhan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"@anteraja_id 1. Baiknya ramadan
2. @Hanif_AF @jehaes_ @ArisDwiPradipta 
3. #PastiBaguHadiah #BaiknyaRamadan",Baiknya ramadan PastiBaguHadiah BaiknyaRamadan,baiknya ramadan pastibaguhadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibaguhadiah', 'baiknyaramadan']","baik,ramadan,pastibaguhadiah,baiknyaramadan","ramadan,pastibaguhadiah,baiknyaramadan","ramadan,pastibaguhadiah,baiknyaramadan",netral,"['ramadan', 'pastibaguhadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibaguhadiah': 1, 'baiknyaramadan': 1}"
"@anteraja_id bike(baik)nya ramadan #PastiBagiHadiah #BaiknyaRamadan
yuk ikutan @_Nur______ @dindasgcz @aiyemael",bikebaiknya ramadan PastiBagiHadiah BaiknyaRamadan yuk ikutan,bikebaiknya ramadan pastibagihadiah baiknyaramadan yuk ikutan,"['bikebaiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan', 'yuk', 'ikutan']","bikebaiknya,ramadan,pastibagihadiah,baiknyaramadan,yuk,ikut","bikebaiknya,ramadan,pastibagihadiah,baiknyaramadan,yuk","bikebaiknya,ramadan,pastibagihadiah,baiknyaramadan",netral,"['bikebaiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'bikebaiknya': 1, 'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
@anteraja_id Baiknya Ramadan #PastiBagiHadiah #BaiknyaRamadan  ikutan ygy @NichoPatihan @Terywe_ @IreneWijaya_,Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan ikutan ygy,baiknya ramadan pastibagihadiah baiknyaramadan ikutan ygy,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan', 'ikutan', 'ygy']","baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,ygy","ramadan,pastibagihadiah,baiknyaramadan,ygy","ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"@anteraja_id Baiknya Ramadan @Deanj1_ @dwnsttxyz @MRF_Della28 
#PastiBagiHadiah #BaiknyaRamadan",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan","ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"Syaratnya:

1. Jawab dengan reply
2. Mention 3 orang temanmu biar ikutan juga
3. Sertakan hashtag #PastiBagiHadiah #BaiknyaRamadan di setiap jawabanmu

Semoga beruntung~ 🫶🫶",Syaratnya Jawab dengan reply Mention orang temanmu biar ikutan juga Sertakan hashtag PastiBagiHadiah BaiknyaRamadan di setiap jawabanmu Semoga beruntung,syaratnya jawab dengan reply mention orang temanmu biar ikutan juga sertakan hashtag pastibagihadiah baiknyaramadan di setiap jawabanmu semoga beruntung,"['syaratnya', 'jawab', 'dengan', 'reply', 'mention', 'orang', 'temanmu', 'biar', 'ikutan', 'juga', 'sertakan', 'hashtag', 'pastibagihadiah', 'baiknyaramadan', 'di', 'setiap', 'jawabanmu', 'semoga', 'beruntung']","syarat,jawab,dengan,reply,mention,orang,teman,biar,ikut,juga,serta,hashtag,pastibagihadiah,baiknyaramadan,di,tiap,jawab,moga,untung","syarat,reply,mention,orang,teman,biar,hashtag,pastibagihadiah,baiknyaramadan,moga,untung","syarat,reply,mention,orang,teman,biar,hashtag,pastibagihadiah,baiknyaramadan,moga,untung",netral,"['syarat', 'reply', 'mention', 'orang', 'teman', 'biar', 'hashtag', 'pastibagihadiah', 'baiknyaramadan', 'moga', 'untung']","{'syarat': 1, 'reply': 1, 'mention': 1, 'orang': 1, 'teman': 1, 'biar': 1, 'hashtag': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1, 'moga': 1, 'untung': 1}"
"Selain bagi-bagi foto Oshi, #BaiknyaRamadan bagi-bagi hadiah biar puasanya makin semangat.

Jawab pertanyaan dari clue yang ada di gambar. Bagi yang beruntung, berkesempatan dapetin headphone Gaming Atom7 dan Wireless Soul headphone.

Reply jawabanmu~ 🤗😍 https://t.co/MG9HPUdUxp",Selain bagibagi foto Oshi BaiknyaRamadan bagibagi hadiah biar puasanya makin semangat Jawab pertanyaan dari clue yang ada di gambar Bagi yang beruntung berkesempatan dapetin headphone Gaming Atom dan Wireless Soul headphone Reply jawabanmu,selain bagibagi foto oshi baiknyaramadan bagibagi hadiah biar puasanya makin semangat jawab pertanyaan dari clue yang ada di gambar bagi yang beruntung berkesempatan dapetin headphone gaming atom dan wireless soul headphone reply jawabanmu,"['selain', 'bagibagi', 'foto', 'oshi', 'baiknyaramadan', 'bagibagi', 'hadiah', 'biar', 'puasanya', 'makin', 'semangat', 'jawab', 'pertanyaan', 'dari', 'clue', 'yang', 'ada', 'di', 'gambar', 'bagi', 'yang', 'beruntung', 'berkesempatan', 'dapetin', 'headphone', 'gaming', 'atom', 'dan', 'wireless', 'soul', 'headphone', 'reply', 'jawabanmu']","selain,bagibagi,foto,oshi,baiknyaramadan,bagibagi,hadiah,biar,puasa,makin,semangat,jawab,tanya,dari,clue,yang,ada,di,gambar,bagi,yang,untung,sempat,dapetin,headphone,gaming,atom,dan,wireless,soul,headphone,reply,jawab","bagibagi,foto,oshi,baiknyaramadan,bagibagi,hadiah,biar,puasa,semangat,clue,gambar,untung,dapetin,headphone,gaming,atom,wireless,soul,headphone,reply","bagibagi,foto,oshi,baiknyaramadan,bagibagi,hadiah,biar,puasa,semangat,clue,gambar,untung,dapetin,headphone,gaming,atom,wireless,soul,headphone,reply",netral,"['bagibagi', 'foto', 'oshi', 'baiknyaramadan', 'bagibagi', 'hadiah', 'biar', 'puasa', 'semangat', 'clue', 'gambar', 'untung', 'dapetin', 'headphone', 'gaming', 'atom', 'wireless', 'soul', 'headphone', 'reply']","{'bagibagi': 2, 'foto': 1, 'oshi': 1, 'baiknyaramadan': 1, 'hadiah': 1, 'biar': 1, 'puasa': 1, 'semangat': 1, 'clue': 1, 'gambar': 1, 'untung': 1, 'dapetin': 1, 'headphone': 2, 'gaming': 1, 'atom': 1, 'wireless': 1, 'soul': 1, 'reply': 1}"
@sandrashfra @anteraja_id Setujaaaaaaa 1000000%%%%%,Setujaaaaaaa,setujaaaaaaa,['setujaaaaaaa'],setujaaaaaaa,setujaaaaaaa,setujaaaaaaa,netral,['setujaaaaaaa'],{'setujaaaaaaa': 1}
Semoga MUI Melabeli @AnterajaCare @anteraja_id Haram Untuk Di Pakai Jasanya. Karena Ekspedisi ini hanya jadi biang masalah dan musibah. Semoga anteraja cepet Tutup dan bangkrut!!!!,Semoga MUI Melabeli Haram Untuk Di Pakai Jasanya Karena Ekspedisi ini hanya jadi biang masalah dan musibah Semoga anteraja cepet Tutup dan bangkrut,semoga mui melabeli haram untuk di pakai jasanya karena ekspedisi ini hanya jadi biang masalah dan musibah semoga anteraja cepet tutup dan bangkrut,"['semoga', 'mui', 'melabeli', 'haram', 'untuk', 'di', 'pakai', 'jasanya', 'karena', 'ekspedisi', 'ini', 'hanya', 'jadi', 'biang', 'masalah', 'dan', 'musibah', 'semoga', 'anteraja', 'cepet', 'tutup', 'dan', 'bangkrut']","moga,mui,label,haram,untuk,di,pakai,jasa,karena,ekspedisi,ini,hanya,jadi,biang,masalah,dan,musibah,moga,anteraja,cepet,tutup,dan,bangkrut","moga,mui,label,haram,pakai,jasa,ekspedisi,biang,musibah,moga,anteraja,cepet,tutup,bangkrut","moga,label,haram,pakai,jasa,ekspedisi,biang,musibah,moga,anteraja,cepet,tutup,bangkrut",negatif,"['moga', 'label', 'haram', 'pakai', 'jasa', 'ekspedisi', 'biang', 'musibah', 'moga', 'anteraja', 'cepet', 'tutup', 'bangkrut']","{'moga': 2, 'label': 1, 'haram': 1, 'pakai': 1, 'jasa': 1, 'ekspedisi': 1, 'biang': 1, 'musibah': 1, 'anteraja': 1, 'cepet': 1, 'tutup': 1, 'bangkrut': 1}"
"@anteraja_id No resi 10006916919425 sampe hari ini belum sampe, gudangnya di Cirebon di mana ya... Saya mau ambil sendiri",No resi sampe hari ini belum sampe gudangnya di Cirebon di mana ya Saya mau ambil sendiri,no resi sampe hari ini belum sampe gudangnya di cirebon di mana ya saya mau ambil sendiri,"['no', 'resi', 'sampe', 'hari', 'ini', 'belum', 'sampe', 'gudangnya', 'di', 'cirebon', 'di', 'mana', 'ya', 'saya', 'mau', 'ambil', 'sendiri']","no,resi,sampe,hari,ini,belum,sampe,gudang,di,cirebon,di,mana,ya,saya,mau,ambil,sendiri","no,resi,sampe,sampe,gudang,cirebon,ya,ambil","resi,sampe,sampe,gudang,cirebon,ambil",negatif,"['resi', 'sampe', 'sampe', 'gudang', 'cirebon', 'ambil']","{'resi': 1, 'sampe': 2, 'gudang': 1, 'cirebon': 1, 'ambil': 1}"
"@deirputraid @anteraja_id @AnterajaCare kapok sih, ini akan jadi terakhir kalinya pake ekspedisi anteraja :)👎",kapok sih ini akan jadi terakhir kalinya pake ekspedisi anteraja,kapok sih ini akan jadi terakhir kalinya pake ekspedisi anteraja,"['kapok', 'sih', 'ini', 'akan', 'jadi', 'terakhir', 'kalinya', 'pake', 'ekspedisi', 'anteraja']","kapok,sih,ini,akan,jadi,akhir,kali,pake,ekspedisi,anteraja","kapok,sih,kali,pake,ekspedisi,anteraja","kapok,kali,pake,ekspedisi,anteraja",negatif,"['kapok', 'kali', 'pake', 'ekspedisi', 'anteraja']","{'kapok': 1, 'kali': 1, 'pake': 1, 'ekspedisi': 1, 'anteraja': 1}"
@gerracyntiaa @anteraja_id @AnterajaCare Ekspedisi ini memang musibah 🤬.,Ekspedisi ini memang musibah,ekspedisi ini memang musibah,"['ekspedisi', 'ini', 'memang', 'musibah']","ekspedisi,ini,memang,musibah","ekspedisi,musibah","ekspedisi,musibah",negatif,"['ekspedisi', 'musibah']","{'ekspedisi': 1, 'musibah': 1}"
"Halo min @anteraja_id kejadian lagi nih 10006917858242 no resi ini stuck di hub dari kemarin statusnya,bisa tolong d cek? Trimz",Halo min kejadian lagi nih no resi ini stuck di hub dari kemarin statusnyabisa tolong cek Trimz,halo min kejadian lagi nih no resi ini stuck di hub dari kemarin statusnyabisa tolong cek trimz,"['halo', 'min', 'kejadian', 'lagi', 'nih', 'no', 'resi', 'ini', 'stuck', 'di', 'hub', 'dari', 'kemarin', 'statusnyabisa', 'tolong', 'cek', 'trimz']","halo,min,jadi,lagi,nih,no,resi,ini,stuck,di,hub,dari,kemarin,statusnyabisa,tolong,cek,trimz","halo,min,nih,no,resi,stuck,hub,kemarin,statusnyabisa,tolong,cek,trimz","halo,resi,stuck,kemarin,statusnyabisa,tolong,trimz",negatif,"['halo', 'resi', 'stuck', 'kemarin', 'statusnyabisa', 'tolong', 'trimz']","{'halo': 1, 'resi': 1, 'stuck': 1, 'kemarin': 1, 'statusnyabisa': 1, 'tolong': 1, 'trimz': 1}"
"@sbyfess Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan 
@anteraja_id
 beralih ke 
@AnterajaCare
. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :)",Hi Kak maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx,hi kak maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx,"['hi', 'kak', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx']","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,tgl,feb,layan,alih,kakak,dm,akun,anterajacare,langsung,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx","maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan",netral,"['maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan']","{'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1}"
"Waktunya menonaktifkan @anteraja_id di @ShopeeID, dari tanggal 25 minta pickup sampe jatuh tempo tanggal 29 ga dipickup2. Udah gtu gada komunikasi, tbtb minta penjadwalan ulang. https://t.co/OL29U4YE3C",Waktunya menonaktifkan di dari tanggal minta pickup sampe jatuh tempo tanggal ga dipickup Udah gtu gada komunikasi tbtb minta penjadwalan ulang,waktunya menonaktifkan di dari tanggal minta pickup sampe jatuh tempo tanggal ga dipickup udah gtu gada komunikasi tbtb minta penjadwalan ulang,"['waktunya', 'menonaktifkan', 'di', 'dari', 'tanggal', 'minta', 'pickup', 'sampe', 'jatuh', 'tempo', 'tanggal', 'ga', 'dipickup', 'udah', 'gtu', 'gada', 'komunikasi', 'tbtb', 'minta', 'penjadwalan', 'ulang']","waktu,nonaktif,di,dari,tanggal,minta,pickup,sampe,jatuh,tempo,tanggal,ga,dipickup,udah,gtu,gada,komunikasi,tbtb,minta,jadwal,ulang","nonaktif,tanggal,pickup,sampe,jatuh,tempo,tanggal,ga,dipickup,udah,gtu,gada,komunikasi,tbtb,jadwal,ulang","nonaktif,tanggal,pickup,sampe,jatuh,tempo,tanggal,dipickup,udah,gada,komunikasi,tbtb,jadwal,ulang",negatif,"['nonaktif', 'tanggal', 'pickup', 'sampe', 'jatuh', 'tempo', 'tanggal', 'dipickup', 'udah', 'gada', 'komunikasi', 'tbtb', 'jadwal', 'ulang']","{'nonaktif': 1, 'tanggal': 2, 'pickup': 1, 'sampe': 1, 'jatuh': 1, 'tempo': 1, 'dipickup': 1, 'udah': 1, 'gada': 1, 'komunikasi': 1, 'tbtb': 1, 'jadwal': 1, 'ulang': 1}"
"Halo @anteraja_id @AnterajaCare Tolong banget paket saya gimana ya statusnya? ga ada kejelasan pasti dari kalian, cuma di suruh nunggu, nunggu dan nunggu. Kalau memang hilang ya bilang, sama jangan lupa pertanggung jawabannya juga ya.",Halo Tolong banget paket saya gimana ya statusnya ga ada kejelasan pasti dari kalian cuma di suruh nunggu nunggu dan nunggu Kalau memang hilang ya bilang sama jangan lupa pertanggung jawabannya juga ya,halo tolong banget paket saya gimana ya statusnya ga ada kejelasan pasti dari kalian cuma di suruh nunggu nunggu dan nunggu kalau memang hilang ya bilang sama jangan lupa pertanggung jawabannya juga ya,"['halo', 'tolong', 'banget', 'paket', 'saya', 'gimana', 'ya', 'statusnya', 'ga', 'ada', 'kejelasan', 'pasti', 'dari', 'kalian', 'cuma', 'di', 'suruh', 'nunggu', 'nunggu', 'dan', 'nunggu', 'kalau', 'memang', 'hilang', 'ya', 'bilang', 'sama', 'jangan', 'lupa', 'pertanggung', 'jawabannya', 'juga', 'ya']","halo,tolong,banget,paket,saya,gimana,ya,status,ga,ada,jelas,pasti,dari,kalian,cuma,di,suruh,nunggu,nunggu,dan,nunggu,kalau,memang,hilang,ya,bilang,sama,jangan,lupa,tanggung,jawab,juga,ya","halo,tolong,banget,paket,gimana,ya,status,ga,suruh,nunggu,nunggu,nunggu,hilang,ya,bilang,lupa,tanggung,ya","halo,tolong,banget,paket,gimana,status,suruh,nunggu,nunggu,nunggu,hilang,bilang,lupa,tanggung",negatif,"['halo', 'tolong', 'banget', 'paket', 'gimana', 'status', 'suruh', 'nunggu', 'nunggu', 'nunggu', 'hilang', 'bilang', 'lupa', 'tanggung']","{'halo': 1, 'tolong': 1, 'banget': 1, 'paket': 1, 'gimana': 1, 'status': 1, 'suruh': 1, 'nunggu': 3, 'hilang': 1, 'bilang': 1, 'lupa': 1, 'tanggung': 1}"
@anteraja_id @TokopediaCare ini kurirnya ngga datang.kok bisa dia cancel ya? Barang saya juga hilang. Apa dia ambil tapi ngga update? https://t.co/jrEKMc1Jed,ini kurirnya ngga datangkok bisa dia cancel ya Barang saya juga hilang Apa dia ambil tapi ngga update,ini kurirnya ngga datangkok bisa dia cancel ya barang saya juga hilang apa dia ambil tapi ngga update,"['ini', 'kurirnya', 'ngga', 'datangkok', 'bisa', 'dia', 'cancel', 'ya', 'barang', 'saya', 'juga', 'hilang', 'apa', 'dia', 'ambil', 'tapi', 'ngga', 'update']","ini,kurir,ngga,datangkok,bisa,dia,cancel,ya,barang,saya,juga,hilang,apa,dia,ambil,tapi,ngga,update","kurir,ngga,datangkok,cancel,ya,barang,hilang,ambil,ngga,update","kurir,ngga,datangkok,cancel,barang,hilang,ambil,ngga,update",negatif,"['kurir', 'ngga', 'datangkok', 'cancel', 'barang', 'hilang', 'ambil', 'ngga', 'update']","{'kurir': 1, 'ngga': 2, 'datangkok': 1, 'cancel': 1, 'barang': 1, 'hilang': 1, 'ambil': 1, 'update': 1}"
@anteraja_id tolong cek 10006935286625 ini kenapa ngga update ya,tolong cek ini kenapa ngga update ya,tolong cek ini kenapa ngga update ya,"['tolong', 'cek', 'ini', 'kenapa', 'ngga', 'update', 'ya']","tolong,cek,ini,kenapa,ngga,update,ya","tolong,cek,ngga,update,ya","tolong,ngga,update",negatif,"['tolong', 'ngga', 'update']","{'tolong': 1, 'ngga': 1, 'update': 1}"
"@AnterajaCare @anteraja_id nyesel plih kurir ini, klo brg hrga 50rb aja q biarkan dah 💀💀
senin gk d kirim, slasa mangkrak, hri ini mangkrak lg?",nyesel plih kurir ini klo brg hrga rb aja biarkan dah senin gk kirim slasa mangkrak hri ini mangkrak lg,nyesel plih kurir ini klo brg hrga rb aja biarkan dah senin gk kirim slasa mangkrak hri ini mangkrak lg,"['nyesel', 'plih', 'kurir', 'ini', 'klo', 'brg', 'hrga', 'rb', 'aja', 'biarkan', 'dah', 'senin', 'gk', 'kirim', 'slasa', 'mangkrak', 'hri', 'ini', 'mangkrak', 'lg']","nyesel,plih,kurir,ini,klo,brg,hrga,rb,aja,biar,dah,senin,gk,kirim,slasa,mangkrak,hri,ini,mangkrak,lg","nyesel,plih,kurir,klo,brg,hrga,rb,aja,biar,dah,senin,gk,kirim,slasa,mangkrak,hri,mangkrak,lg","nyesel,plih,kurir,hrga,biar,senin,kirim,slasa,mangkrak,mangkrak",negatif,"['nyesel', 'plih', 'kurir', 'hrga', 'biar', 'senin', 'kirim', 'slasa', 'mangkrak', 'mangkrak']","{'nyesel': 1, 'plih': 1, 'kurir': 1, 'hrga': 1, 'biar': 1, 'senin': 1, 'kirim': 1, 'slasa': 1, 'mangkrak': 2}"
@TokopediaCare Strategi yang Penting sekali adalah Hapus @anteraja_id @AnterajaCare dari list pilihan kurir. Dapat komplen terus dari Pembeli kalo pake kurir ini. @TokopediaCare kapan pedulinya ? segera boikot kerjasama dengan mereka.,Strategi yang Penting sekali adalah Hapus dari list pilihan kurir Dapat komplen terus dari Pembeli kalo pake kurir ini kapan pedulinya segera boikot kerjasama dengan mereka,strategi yang penting sekali adalah hapus dari list pilihan kurir dapat komplen terus dari pembeli kalo pake kurir ini kapan pedulinya segera boikot kerjasama dengan mereka,"['strategi', 'yang', 'penting', 'sekali', 'adalah', 'hapus', 'dari', 'list', 'pilihan', 'kurir', 'dapat', 'komplen', 'terus', 'dari', 'pembeli', 'kalo', 'pake', 'kurir', 'ini', 'kapan', 'pedulinya', 'segera', 'boikot', 'kerjasama', 'dengan', 'mereka']","strategi,yang,penting,sekali,adalah,hapus,dari,list,pilih,kurir,dapat,komplen,terus,dari,beli,kalo,pake,kurir,ini,kapan,peduli,segera,boikot,kerjasama,dengan,mereka","strategi,hapus,list,pilih,kurir,komplen,beli,kalo,pake,kurir,peduli,boikot,kerjasama","strategi,hapus,list,pilih,kurir,komplen,beli,kalo,pake,kurir,peduli,boikot,kerjasama",negatif,"['strategi', 'hapus', 'list', 'pilih', 'kurir', 'komplen', 'beli', 'kalo', 'pake', 'kurir', 'peduli', 'boikot', 'kerjasama']","{'strategi': 1, 'hapus': 1, 'list': 1, 'pilih': 1, 'kurir': 2, 'komplen': 1, 'beli': 1, 'kalo': 1, 'pake': 1, 'peduli': 1, 'boikot': 1, 'kerjasama': 1}"
@bikinperih @anteraja_id Sampai sekarang paket Anteraja @anteraja_id @AnterajaCare PASTI SELALU macet berhari-hari kalo sudah mampir di Jakarta Utara,Sampai sekarang paket Anteraja PASTI SELALU macet berharihari kalo sudah mampir di Jakarta Utara,sampai sekarang paket anteraja pasti selalu macet berharihari kalo sudah mampir di jakarta utara,"['sampai', 'sekarang', 'paket', 'anteraja', 'pasti', 'selalu', 'macet', 'berharihari', 'kalo', 'sudah', 'mampir', 'di', 'jakarta', 'utara']","sampai,sekarang,paket,anteraja,pasti,selalu,macet,berharihari,kalo,sudah,mampir,di,jakarta,utara","paket,anteraja,macet,berharihari,kalo,mampir,jakarta,utara","paket,anteraja,macet,berharihari,kalo,mampir,jakarta,utara",negatif,"['paket', 'anteraja', 'macet', 'berharihari', 'kalo', 'mampir', 'jakarta', 'utara']","{'paket': 1, 'anteraja': 1, 'macet': 1, 'berharihari': 1, 'kalo': 1, 'mampir': 1, 'jakarta': 1, 'utara': 1}"
@C_JesslynJKT48 @anteraja_id Thanks ya 😊,Thanks ya,thanks ya,"['thanks', 'ya']","thanks,ya","thanks,ya",thanks,netral,['thanks'],{'thanks': 1}
@pkyuniar @anteraja_id @AnterajaCare Ya ampun muter jauh,Ya ampun muter jauh,ya ampun muter jauh,"['ya', 'ampun', 'muter', 'jauh']","ya,ampun,muter,jauh","ya,ampun,muter","ampun,muter",negatif,"['ampun', 'muter']","{'ampun': 1, 'muter': 1}"
@anteraja_id Gak akan pake jasa ekspedisi ini lagi. LAMBAT,Gak akan pake jasa ekspedisi ini lagi LAMBAT,gak akan pake jasa ekspedisi ini lagi lambat,"['gak', 'akan', 'pake', 'jasa', 'ekspedisi', 'ini', 'lagi', 'lambat']","gak,akan,pake,jasa,ekspedisi,ini,lagi,lambat","gak,pake,jasa,ekspedisi,lambat","pake,jasa,ekspedisi,lambat",negatif,"['pake', 'jasa', 'ekspedisi', 'lambat']","{'pake': 1, 'jasa': 1, 'ekspedisi': 1, 'lambat': 1}"
"min pesanan ku belum juga dikirim udah nyantol 4 hari, gimana ini 😬 @anteraja_id",min pesanan ku belum juga dikirim udah nyantol hari gimana ini,min pesanan ku belum juga dikirim udah nyantol hari gimana ini,"['min', 'pesanan', 'ku', 'belum', 'juga', 'dikirim', 'udah', 'nyantol', 'hari', 'gimana', 'ini']","min,pesan,ku,belum,juga,kirim,udah,nyantol,hari,gimana,ini","min,pesan,ku,kirim,udah,nyantol,gimana","pesan,kirim,udah,nyantol,gimana",negatif,"['pesan', 'kirim', 'udah', 'nyantol', 'gimana']","{'pesan': 1, 'kirim': 1, 'udah': 1, 'nyantol': 1, 'gimana': 1}"
