Filter By Length,Label
"paket,salah,alamat,kirim,tolong,baca,kurir,paham,alamat,kurir,paket",negatif
"keselek,becak,tunggu,foto,mohon,foto",negatif
"niat,nganter,paket,langgan,nggak,gila,jakarta,minggu,kaga,kirim,amatir,jasa,kirim,mending,tutup,jasa,kirim",negatif
"ekspedisi,hilang,paket,pake,ekspedisi,dokumen,perushaaan",negatif
esemgeteeeeee,negatif
"payah,paket,kirim,tunda,operasional,butuh,barang,dipake,cepat",negatif
"kali,kendala,helooo,adapa,yaaa,post,kecewa,asli",negatif
"paket,manaaaaaaa",negatif
"paket,gagal,retur,paket,gagal,terima,barang,rumah",negatif
"hallo,pesan,udah,jakarta,timur,semarang",negatif
"tolong,respon",negatif
"nemu,search,paket,kakak,kabar,paket,kayak",negatif
"refund,nder,untung,paking,nder,admin,barang,udah,beliin,bener,bener,rugi,refund,dapet,duit,engga,rugi,gimana,selesai,bener",negatif
"hallo,pesan,udah,jakarta,timur,semarang",negatif
"kirim,barang,pake,ekspedisi,anter,tahan,anter,entar",negatif
"paket,stak,kemaren,gerak",negatif
"lelet,kurir,rekomendasi,besok,buang,list,kurir,rekomendasi,tokped,dapet,rekomendasi,kurir,anteraja,mesti,rabu,status,tuju,opoo",negatif
"paket,anteraja,macet,berharihari,kalo,mampir,jakarta,utara",negatif
"pake,ekspedisi,udah,jual,pake,ekspedisi,jual,bilang,otomatis,shopee,ngatur,males,lanja,shopee,kalo,ketemu,ekspedisi,lelet",negatif
oshiku,negatif
"resi,lambat,kali,stuck,gerak,posisi,tlong",negatif
"parah,anteraja,amanah,profesional",negatif
"halo,paket,sampe,pickup,gimana,solusi,kasi,customer",negatif
"pickup,ngulur,udah,ditungguin,jumat,siang,sampe,skrg,pickup",negatif
"suka,pake,anteraja,kirim,cepet,skrng,kecewa,sampe,pagi,status,ekspedisi,kirim,sampe",negatif
"jess,cerita,order,bday,tshirt,tanggal,tanggal,paket,buka,motor,untung,komplain,merc,duit,dibalikin,order,ulang,shirt,salah,selesai",negatif
"cakep,banget,masyaallah",negatif
"innovative,tiru,kurir,jual,beli,kota,kirim,jakarta,kirim,kota,mantap,moga,sukses,selaluuuu",negatif
"ampun,muter",negatif
"kirim,pake,next,udah,sampe,kompensasi,ngga,bayar,nextday,dapetnya,reguler",negatif
takut,negatif
"halo,udah,muncul,resi,tinggal,nunggu,pick,pick,sampe,sekarangg",negatif
"banget,plis",negatif
"tanggap,proses,refund,ongkos,kirim,salah,twrm,service,tuju,maximum,esok,proses,refund,ongkir,wanprestasi",negatif
"rantam,jdekhdjdj,besok,pisah,pake,apaaaaa,huhuhu,miiiin,cepat,pengirimannyaaa",negatif
"tolong,tangan,datengnya,next,same",negatif
"kerja,bener,mulu,kalo,komplain",negatif
sameday,negatif
"ampun,muter",negatif
sameday,negatif
"jess,cerita,order,bday,tshirt,tanggal,tanggal,paket,buka,motor,untung,komplain,merc,duit,dibalikin,order,ulang,shirt,salah,selesai",negatif
"estimasi,sampe,besok,stuck,ampun,anteraja",negatif
"ekspedisi,hilang,paket,pake,ekspedisi,dokumen,perushaaan",negatif
"lahhh,samaa,paket,udah,minggu,sampe",negatif
takuttttt,negatif
"malam,barang,kode,booking,kemarin,ambil,kurir,satus,ubah,kemarin,barang,akun,beda,direquest,salah,barang,ambil,status,ubah",negatif
"beli,barang,maret,ekspedisi,pake,sampe,nyampe,ngajuin,refund,ngirim,bukti,invoice,maret,proses,tunggu,gataunya,maret,zonkkk,ampasssssss",negatif
"lelet,kurir,rekomendasi,besok,buang,list,kurir,rekomendasi,tokped,dapet,rekomendasi,kurir,anteraja,mesti,rabu,status,tuju,opoo",negatif
"susah,orang,puasa",negatif
"hallo,pickup,pickup,coba,chat,respon,anteraja,nama",negatif
"jumat,dipick,ngapain",negatif
"gimana,pickup,barang",negatif
"resi,lambat,kali,stuck,gerak,posisi,tlong",negatif
"ramadan,pastibagihadiah,baiknyaramadan",negatif
"kebalikbalik,logika,puasa,hormat,puasa,puasa,makan,minum,kena,olah,olah,nafsu",negatif
"parah,anteraja,amanah,profesional",negatif
"gaberessss,ekspedisi",negatif
"sampe,skrg,sampe,bandungjkt,udah,delivery,tunda,operasional,kalo,tutup,woiii,bener,ngaco,ekspedisi",negatif
"paket,same,kemarin,tolong,resi,anteraja",negatif
akun,negatif
"fuck,your,customer,service,kagak,bales,whatsapp,ngga,respon,nomor,telepon,ngga,aktiffff,tutup,usaha",negatif
"gimana,anjr,minggu,paket,sampe,sampe,gajelas,banget",negatif
"firasat,salah,pake,ekspedisi,pilih,product,molor,kapokkapok",negatif
"bisabisanya,foto",negatif
"pagi,bikin,emosi",negatif
"parah,anteraja,amanah,profesional",negatif
"paket,status,aneh,senin,kirim,alamat,sampe,sampe,sedangakan,paket,sampe,coba",negatif
"dosa,susah,orang,puasa,jungkir",negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
oshiku,negatif
"jess,cerita,order,bday,tshirt,tanggal,tanggal,paket,buka,motor,untung,komplain,merc,duit,dibalikin,order,ulang,shirt,salah,selesai",negatif
"sumpah,banget,kirim,tangerang,jakarta,selatan,muter,solusi,suruh,nunggu,puasa,bikin,kesel",negatif
"pesan,kirim,udah,nyantol,gimana",negatif
"capek,nunggu,paket,sortir,olshop,pake,jasa,skip,males,gitu,lamaaaaa,nyampe,muter,males,urus,ekspedisi,sampe,ambil,langsung,gudang",negatif
"template,basa,basi,busuk",negatif
"bener,bener,paket,nyampe,udah,buka,label,robek",negatif
gemash,negatif
"parah,anteraja,amanah,profesional",negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
"moga,label,haram,pakai,jasa,ekspedisi,biang,musibah,moga,anteraja,cepet,tutup,bangkrut",negatif
"paket,gagal,retur,kirim,paket,gagal,terima,barang,rumah",negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
"gimana,kurir,salah,kirim,masak,banget,kirim,nomor,nomor",negatif
"halo,gimana,casenya,pilih,kirim,sameday,nyata,samedaynya,anteraja,fikir,grabgojek,paket,terima,udah,selesai,ckckckc,janganpilihanteraja,boikotanteraja",negatif
"tuhhh,gimana,kemarin,tunda,mulu,operasional",negatif
"giveaway,mulu,paket,ndak,diurusin,udah,alas,toko,tutup,nomor,aktif,asli,basi,banget,sameday,nyampe",negatif
"pickup,ngulur,udah,ditungguin,jumat,siang,sampe,skrg,pickup",negatif
"bener,paket,udah,diem,diantarantar,kurir",negatif
cyurrrr,negatif
"bener,bener,paket,nyampe,udah,buka,label,robek",negatif
"sameday,sameday,kucing",negatif
"dooooong,thank",negatif
"halo,pickup,paket,udah,estimasi",negatif
"resi,sampe,sampe,gudang,cirebon,ambil",negatif
"template,basa,basi,busuk",negatif
"firasat,salah,pake,ekspedisi,pilih,product,molor,kapokkapok",negatif
"banget,kayak,paket,guedijakut,bensin,anter,hilang,dicancel,kasi,jualanpadahal,ulah",negatif
"sumpah,pdahal,sampe,kota,tuju,kirim,anter,kirim,jakut,tolol,abis",negatif
esemgeteeeeee,negatif
"gimana,kurir,salah,kirim,masak,banget,kirim,nomor,nomor",negatif
"paket,slalu,didiemin,gudang,anjing,kesel,ampe,pdhl,ekspedisi",negatif
"nyesel,plih,kurir,hrga,biar,senin,kirim,slasa,mangkrak,mangkrak",negatif
"paket,anter,tinggal,bawa,kurir,kmrn,barang",negatif
"kirim,pake,next,udah,sampe,kompensasi,ngga,bayar,nextday,dapetnya,reguler",negatif
"tuhhh,gimana,kemarin,tunda,mulu,operasional",negatif
"paket,lokasi,sortir,maret,update,gimana",negatif
"payah,paket,kirim,tunda,operasional,butuh,barang,dipake,cepat",negatif
"tolong,shopee,otomatis,males,sameday,anter,expedisi,sameday,biar,gojekgrab,bagus,anteraja,pake",negatif
"woyyh,babi,paket,sameday,kirim,sampah",negatif
"susah,orang,puasa",negatif
sameday,negatif
"blangsak,emang,bang",negatif
"paket,kaga,ambil,ambil,kantor,tutup",negatif
"halo,gimana,casenya,pilih,kirim,sameday,nyata,samedaynya,anteraja,fikir,grabgojek,paket,terima,udah,selesai,ckckckc,janganpilihanteraja,boikotanteraja",negatif
"malam,barang,kode,booking,kemarin,ambil,kurir,satus,ubah,kemarin,barang,akun,beda,direquest,salah,barang,ambil,status,ubah",negatif
"tolong,respon",negatif
"paket,minggu,sampe,udah,lapor,suruh,nunggu,sampe",negatif
"banyakin,sabar,bang,kalo,pake,ekspedisi,ngalamin,minggu,barang,datengdateng,pake,ekspedisi,saran,next,kalo,barang,pilih,ekspedisi,beres",negatif
"belumdan,udah,dibatalin,platform,commercenya",negatif
gemash,negatif
"banget,kayak,paket,guedijakut,bensin,anter,hilang,dicancel,kasi,jualanpadahal,ulah",negatif
"haloooo,kecewa,paket,pesan,ekspedisi,beda,udah,kali,please,tolong,jakarta,timur",negatif
"woyyh,babi,paket,sameday,kirim,sampah",negatif
"order,sabtu,pick,sampe",negatif
"bener,bener",negatif
"karyawan,didik,kalo,ngga,sanggup,menuhin,layan,ngibul,biar,kesan,menuhin,target",negatif
"pake,ekspedisi,udah,jual,pake,ekspedisi,jual,bilang,otomatis,shopee,ngatur,males,lanja,shopee,kalo,ketemu,ekspedisi,lelet",negatif
"ngga,ngga,babi",negatif
"paket,gerak",negatif
oshiku,negatif
sameday,negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
"admin,ulah,kerja",negatif
"paket,salah,alamat,kirim,tolong,baca,kurir,paham,alamat,kurir,paket",negatif
"takut,driver",negatif
"hadehh,liat,futu,oshiku,sulit,udah,benerin,indah,baiknyaramadan",negatif
"paket,kaga,ambil,ambil,kantor,tutup",negatif
"capek,nunggu,paket,sortir,olshop,pake,jasa,skip,males,gitu,lamaaaaa,nyampe,muter,males,urus,ekspedisi,sampe,ambil,langsung,gudang",negatif
"paket,kaga,ambil,ambil,kantor,tutup",negatif
"cant,relate",negatif
"tolong,bantu,paket,resi,butuh,siang,paket,tangerang,kirim,bogor,tangerang",negatif
"nemu,search,paket,kakak,kabar,paket,kayak",negatif
"awas,kalo,sampe,dipickup",negatif
cepet,negatif
"pingin,marah,puasa",negatif
"resi,lambat,kali,stuck,gerak,posisi,tlong",negatif
"tolong,fitur,sameday,hapus,pake,sameday,prnh,kurir,suka,bikin,update,palsu,mendelay,pickup,paket",negatif
"paket,minggu,sampe,udah,lapor,suruh,nunggu,sampe",negatif
"innovative,tiru,kurir,jual,beli,kota,kirim,jakarta,kirim,kota,mantap,moga,sukses,selaluuuu",negatif
"cant,relate",negatif
"ngga,benah,ekspedisi,heran,cape,capek,kali,kecewa,layan,anter,jktdepok,minggu,nyampenya,tangerangjaktim,minggu,nyasar,lelet,ngawur,moga,barang,rusakhilang",negatif
"ekspedisi,hilang,paket,pake,ekspedisi,dokumen,perushaaan",negatif
"esok,kaga,gerak,gerak,molor,kurir,kudu,jemput,kantor,pake,anteraja",negatif
"mimin,ngajak,gelud",negatif
"chat,laku,investigasi,banget,investigasi,sampe,pagi,posisi,stuck,jakut,kecewa",negatif
"belumdan,udah,dibatalin,platform,commercenya",negatif
pukulin,negatif
"kali,super,ekspedisi,ekspedisi,bener,tanggung,alias,kabur,hilang,barang,akses,buah,hasil,claim,progress,enak,report",negatif
"anteraja,lelet,kali,nang",negatif
"parah,anteraja,amanah,profesional",negatif
"gabisa,gabisa",negatif
"paket,lokasi,sortir,maret,update,gimana",negatif
"pickup,ngulur,udah,ditungguin,jumat,siang,sampe,skrg,pickup",negatif
"tanggap,gimana,nihgagal,stadion,bawa,anteraja",negatif
"paket,anteraja,macet,berharihari,kalo,mampir,jakarta,utara",negatif
"paket,gagal,retur,kirim,paket,gagal,terima,barang,rumah",negatif
"coba,resi,kmren,muter,paket,gudang,hadehhh",negatif
"kalo,sampe,keteter,demand,yakali,demand,eskalasi,nambah,karyawan,coba",negatif
"bohong,kamuh",negatif
"ramadan,pastibagihadiah,baiknyaramadan",negatif
"tolong,paket",negatif
"tolong,ngga,update",negatif
"buruk,ekspedisi,barang,udah,pick,maksud,bohongin,tunggu,bilang,tanggung,sampe",negatif
"beli,barang,maret,ekspedisi,pake,sampe,nyampe,ngajuin,refund,ngirim,bukti,invoice,maret,proses,tunggu,gataunya,maret,zonkkk,ampasssssss",negatif
"ngga,ngga,babi",negatif
"susah,orang,puasa",negatif
"tinggal,jatinegara,kordinat,gambar,bukti,terima,matramaaaan",negatif
"halo,tlong,resi,kebumen,jkrt,emank,bantul",negatif
"sempet,nyasar,bogor,tinggal,anter,operasional,ngerti",negatif
"mampus,diomelin,pacar,galak",negatif
"kerja,bener,mulu,kalo,komplain",negatif
"nyesel,plih,kurir,hrga,biar,senin,kirim,slasa,mangkrak,mangkrak",negatif
"bener,sampe,ngebalik",negatif
"mampus,diomelin,pacar,galak",negatif
"bantu,follow,paket,mandeg,sampe,sampe,nomer,tiket,lapor",negatif
"firasat,salah,pake,ekspedisi,pilih,product,molor,kapokkapok",negatif
"ngapa,sampe,nyasar,jakut,tolol,idiot",negatif
"barang,terima,udah,ngibul,terima,barang,foto,seclose,lantai,rumah,lantai,rumha,tetangga,barang,nyet",negatif
"mending,rebranding,anter,suka,suka,kurir,nganter,paket,nyasar,rumah,gatau,rumah,gimana",negatif
"mohon,maap,maksud,paket,estimasi,kirim",negatif
"karyawan,didik,kalo,ngga,sanggup,menuhin,layan,ngibul,biar,kesan,menuhin,target",negatif
"dooooong,thank",negatif
"halo,gimana,casenya,pilih,kirim,sameday,nyata,samedaynya,anteraja,fikir,grabgojek,paket,terima,udah,selesai,ckckckc,janganpilihanteraja,boikotanteraja",negatif
"paket,bawa,rumah,kurir,kali,sore,sampe,paket,sampe",negatif
"banget,ngirimnya,bang",negatif
"mampus,diomelin,pacar,galak",negatif
"belanja,online,kirim,pake,sampe,tangerang,selatan,doang,meanwhile,paket,crossborder,kirim,udah,sampe,lucu",negatif
"tolong,shopee,otomatis,males,sameday,anter,expedisi,sameday,biar,gojekgrab,bagus,anteraja,pake",negatif
"cakep,banget,masyaallah",negatif
"kurir,barbar,lambat,jasa,kirim,jasa,kirim,jarang,promo,kurir,barbar,preman,gesit",negatif
"kalo,sampe,keteter,demand,yakali,demand,eskalasi,nambah,karyawan,coba",negatif
"pake,ekspedisi,udah,jual,pake,ekspedisi,jual,bilang,otomatis,shopee,ngatur,males,lanja,shopee,kalo,ketemu,ekspedisi,lelet",negatif
"banget,ngirimnya,bang",negatif
"fuck,your,customer,service,kagak,bales,whatsapp,ngga,respon,nomor,telepon,ngga,aktiffff,tutup,usaha",negatif
"ckckckck,komennya,batas,ditelfon,solusi,whatsapp,team,resolusi,pecatpecatin,orang,kalo,dapetdapet,solusi,udah,dokumen,usaha,gajelas",negatif
"nemu,search,paket,kakak,kabar,paket,kayak",negatif
"hallo,tlng,baca",negatif
"paket,gerak",negatif
"mohon,maap,maksud,paket,estimasi,kirim",negatif
"banyakin,sabar,bang,kalo,pake,ekspedisi,ngalamin,minggu,barang,datengdateng,pake,ekspedisi,saran,next,kalo,barang,pilih,ekspedisi,beres",negatif
"paket,gerak,puasa,pusat,sortir,please,kalo,lupa,klik,ganti,anter,kalo,belanja",negatif
"anteraja,lelet,kali,nang",negatif
"kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,kurir,beli,maret,sampe,maret,status,berubahini,barang,dipick,updibawa,yakomplain,csbelom,dapet,solusi",negatif
"layan,burukkkkkkk,pake,doang",negatif
"paket,lokasi,sortir,maret,update,gimana",negatif
"tolong,ngga,update",negatif
"gimana,pickup,barang",negatif
"heran,brand",negatif
"sibuk,smua,ngelayangin,smua,komplain,paket,kaga,sampe,sampe,bangsat",negatif
"kerja,bener,mulu,kalo,komplain",negatif
"moga,label,haram,pakai,jasa,ekspedisi,biang,musibah,moga,anteraja,cepet,tutup,bangkrut",negatif
"estimasi,sampe,besok,stuck,ampun,anteraja",negatif
"belanja,tokopedia,tanggal,maret,sampe,tanggal,maret,tulis,tunggu,kurir,pake,kurir,entaraja,bener,idiot",negatif
"resi,lambat,kali,stuck,gerak,posisi,tlong",negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
"sibuk,smua,ngelayangin,smua,komplain,paket,kaga,sampe,sampe,bangsat",negatif
"barang,ilang,barang,mandek,kaga",negatif
"belanja,online,kirim,pake,sampe,tangerang,selatan,doang,meanwhile,paket,crossborder,kirim,udah,sampe,lucu",negatif
oshiku,negatif
"hallo,order,refund,konfirmasi,udah,refund,terang,udah,komplain,tunggu,infestigasi,status,udah,terima,seller",negatif
"kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,kurir,beli,maret,sampe,maret,status,berubahini,barang,dipick,updibawa,yakomplain,csbelom,dapet,solusi",negatif
akun,negatif
"oshi,mint",negatif
"anteraja,lelet,kali,nang",negatif
"next,lelet",negatif
"allah,anter,pake,sampe,sampe,pdhl,order,jumat,nyebeliiiiin,basi,tanggung",negatif
"pake,pikir,pikir,dehh,udah,pake,sameday,sampenya,besoklusa,anteraja,entaraja,maksud,ganti,nama,brandnya",negatif
"ngapa,sampe,nyasar,jakut,tolol,idiot",negatif
"aplikasi,error",negatif
"customer,service,sibuk,twitter,direspon,kalo,kendala,lapor",negatif
"hadiah,hasil,nyolong,wkwkwk,kang,nilep,barang",negatif
"kalo,sampe,keteter,demand,yakali,demand,eskalasi,nambah,karyawan,coba",negatif
"paket,stak,kemaren,gerak",negatif
"bobrok,asli,mending,tutup,gajelas,bgtpaket,ngestuck,situ,ajatlp,call,center,gabisadi,bales,botemail,dibalesini,karyawan,kurir,kerja,situtup,mendingkalo,ganiat,fakyu",negatif
"paket,gagal,retur,kirim,paket,gagal,terima,barang,rumah",negatif
"hallo,pesan,udah,jakarta,timur,semarang",negatif
"takut,banget",negatif
"bukti,bohong,publik,coba,bukti,bukti,kalo,kurir,udah,sampe,rumah,bukti,kalo,rumah",negatif
"barusan,nyetir,jalan,kendara,ngeselin,auto,kasar,maap,bawa,marah",negatif
"paket,status,kemarin",negatif
"gabisa,gabisa",negatif
"ekspedisi,hilang,dokumen,ckckckck,gaada,tanggungjawabnya",negatif
cyurrrr,negatif
"halo,paket,resi,nyangkut,terang,delivery,tunda,operasional,same,makan,kalo,basi",negatif
"nemu,search,paket,kakak,kabar,paket,kayak",negatif
"customer,service,sibuk,twitter,direspon,kalo,kendala,lapor",negatif
"kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,kurir,beli,maret,sampe,maret,status,berubahini,barang,dipick,updibawa,yakomplain,csbelom,dapet,solusi",negatif
"nonaktif,tanggal,pickup,sampe,jatuh,tempo,tanggal,dipickup,udah,gada,komunikasi,tbtb,jadwal,ulang",negatif
"esok,kaga,gerak,gerak,molor,kurir,kudu,jemput,kantor,pake,anteraja",negatif
"wihh,manntulity",positif
"wihhh,keren",positif
"terima,kasih,anteraja,marsha,ngetwit",positif
"wedehhhh,mantap,anime",positif
"makasihhh,cici",positif
"thanks,info",positif
"mantab,mplor",positif
semangat,positif
"wihhh,keren,mint",positif
"satpam,kasi,senyum,dapet,sunnah",positif
flora,positif
"eiitttsss,produk",positif
"keren,oshiku",positif
"wiih,alhamdulillah",positif
keren,positif
"mantap,mint",positif
"makasiiih,minn,udah,ajak,mampir",positif
semangat,positif
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
"ngab,toya,cakep,banget,masya,allah",positif
"makasih,foto,mimin,hati,sombong",positif
"keren,queen",positif
"baiknyaramadhan,kali,semangatin,temen,temen,sahur",positif
"bestieku,emang",positif
"udah,anteraja,bantu,alhamdulillah,udah,sampe,kakk",positif
"aduh,makasih",positif
"keren,oshiku",positif
keren,positif
"kerennn,showroom",positif
"waini,moga,berkah,aamiin",positif
kereeen,positif
alhamdulillah,positif
oniel,positif
"masyaallah,mulia,anak",positif
mantap,positif
"mantaaps,bujet",positif
"keren,oshiku",positif
"keren,matcha",positif
"makasiiih,minn,udah,ajak,mampir",positif
"reply,twit,makan,dessert,udah,manis,manis,karna,baca,twitmu,okede,trims,semangat",positif
"udah,anteraja,bantu,alhamdulillah,udah,sampe,kakk",positif
"keren,mint",positif
"baaguss,donh,respect,with",positif
"beuhhh,mangstap",positif
"pake,anteraja,berangkat,kerja,pake",positif
"waini,mantap",positif
"kerennn,semangat,browwww",positif
"kalo,kurir,anterajanya,kirim,paket,request,pick,inimah",positif
"thank,mimin",positif
"subhanallah,onieeelll",positif
oniel,positif
"beuuhhhhhh,mantap",positif
"keren,oshiku",positif
oniel,positif
"bestieku,emang",positif
"nganterin,bday,tshirtnya,flora,cantik,yaaa",positif
"mantaaps,bujet",positif
"beuh,bahagia,kasih,lord,preya",positif
"kerennn,semangat,browwww",positif
mantappp,positif
mantappp,positif
"ramadan,pake",positif
"thanks,info",positif
"wiih,alhamdulillah",positif
"makasiiih,minn,udah,ajak,mampir",positif
"makasih,cinta,dehh",positif
keren,positif
"mantap,kali,cigre",positif
"terima,kasih,cici",positif
"ramadan,pake",positif
"bangga,lohhh",positif
masyaallah,positif
"wihh,manntulity",positif
"beuhhh,mangstap",positif
"makasih,cinta,dehh",positif
"wedee,mangtapp",positif
"makasihhh,cici",positif
"mantap,shaa",positif
"wedehhhh,mantap,anime",positif
"terima,kasih",positif
"kurir,sayang",positif
"telat,pickup,contoh,bener,gitu,biar,telat,alas,nyalahin,seller,please,kalo,cepat,jujur,gituloooo",positif
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif
"beuh,bahagia,kasih,lord,preya",positif
"alangkah,cerita,brbagi,takjil,lanjutin,showroom,ndoro",positif
"baaguss,donh,respect,with",positif
"makasiiih,minn,udah,ajak,mampir",positif
"satpam,dapet,bonus,senyum",positif
masyaallah,positif
"aaaa,keren,asik",positif
"widihh,keren",positif
"keren,cici",positif
"wihhh,keren",positif
mantap,positif
"mantab,mplor",positif
"beuhhhh,keren,banget",positif
"terima,kasih,anteraja,marsha,ngetwit",positif
makas,positif
"anter,paket,rumah,hehe",positif
"thanks,info",positif
mantap,positif
makasih,positif
"bestieku,emang",positif
kerennn,positif
"tolong,thank",positif
"mantap,suka,suka",positif
"beuhhhh,keren,banget",positif
"thanks,info",positif
"kerja,bagus",positif
"keren,oshiku",positif
"wedee,mangtapp",positif
"wihhh,keren,mint",positif
"aaaa,keren,asik",positif
"anter,paket,rumah,hehe",positif
"rusa,jaga,semangat",positif
keren,positif
"satpam,dapet,bonus,senyum",positif
"nganterin,bday,tshirtnya,flora,cantik,yaaa",positif
"makasihhh,cici",positif
"masyaaallah,freyaa",positif
"keren,marshaa",positif
"mantappp,cigee,emang",positif
masyaallah,positif
flora,positif
"baiknyaramadhan,kali,semangatin,temen,temen,sahur",positif
"eiitttsss,produk",positif
mantap,positif
"thanks,info",positif
"mantaaps,bujet",positif
"tolong,thank",positif
"anter,paket,rumah,hehe",positif
"kerja,bagus",positif
"peace,love,gawl",positif
"makasih,ngirimin,makan",positif
alhamdulillah,positif
kerennyaa,positif
kerennn,positif
"ramadan,pake",positif
"mantaaps,bujet",positif
"makasiiih,minn,udah,ajak,mampir",positif
kerennn,positif
masyaallah,positif
"pake,anteraja,berangkat,kerja,pake",positif
"masyaaallah,freyaa",positif
"masya,allah,onyiel",positif
keren,positif
"mauuu,jugaaaa",positif
"makasih,foto,mimin,hati,sombong",positif
"wiih,alhamdulillah",positif
"beuhhhh,keren,banget",positif
"subhanallah,onieeelll",positif
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif
"mantap,keren",positif
"terima,kasih",positif
"waini,moga,berkah,aamiin",positif
cakepp,positif
"reply,twit,makan,dessert,udah,manis,manis,karna,baca,twitmu,okede,trims,semangat",positif
mantap,positif
"mantulity,alias,mint",positif
"alhamdulillah,mkasih,toleransi",positif
kerennyaa,positif
semangat,positif
"aaaa,keren,asik",positif
"alhamdulillah,mkasih,toleransi",positif
"makasih,foto,mimin,hati,sombong",positif
"peace,love,gawl",positif
"terima,kasih",positif
ntapppp,positif
"kerja,bagus",positif
"mantappp,cigee,emang",positif
keren,positif
"terima,kasih,anteraja,marsha,ngetwit",positif
semangat,positif
"makasih,ngirimin,makan",positif
"terima,kasih,anteraja,marsha,ngetwit",positif
"wihh,manntulity",positif
"masya,allah,onyiel",positif
"terimakasih,mimin",positif
"wiih,alhamdulillah",positif
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
masyaallah,positif
"terimakasih,mimin",positif
"mantappp,cigee,emang",positif
"waini,mantap",positif
mantap,positif
"mantap,cimta",positif
"wedehhhh,mantap,anime",positif
"anter,paket,rumah,hehe",positif
info,positif
"masya,allah",positif
"mantap,mint",positif
"masyaallah,mulia,anak",positif
cakepp,positif
masyaallah,positif
"satpam,kasi,senyum,dapet,sunnah",positif
"mantap,suka,suka",positif
"kalo,tukang,paket",positif
mantap,positif
"terima,kasih",positif
"mantap,cimta",positif
"pake,hahaha",positif
"keren,queen",positif
"terima,kasih,semangattt",positif
"beuuhhhhhh,mantap",positif
"mantap,mint",positif
"eiitttsss,produk",positif
oniel,positif
keren,positif
masyaallah,positif
mantap,positif
"mantap,kali,cigre",positif
kerennn,positif
keren,positif
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif
"kerennn,semangat,browwww",positif
"kirim,pake,frozen",positif
"masya,allah,onyiel",positif
mantap,positif
mint,positif
mantap,positif
"baaguss,donh,respect,with",positif
"mantap,kali,cigre",positif
oniel,positif
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif
masyaallah,positif
"mantap,cimta",positif
"pake,anteraja,berangkat,kerja,pake",positif
"wiih,alhamdulillah",positif
"satpam,kasi,senyum,dapet,sunnah",positif
"masyaallah,mulia,anak",positif
"wedehhhh,mantap,anime",positif
mantap,positif
"anter,paket,rumah,hehe",positif
"mashallah,subhanallah,matchaaa",positif
"widihh,keren",positif
"terima,kasih,anteraja,marsha,ngetwit",positif
"kerja,bagus",positif
"makasih,makasih,makasih,miaw",positif
"terima,kasih,anteraja,marsha,ngetwit",positif
makas,positif
"wihhh,keren",positif
mantap,positif
kiyowo,positif
keren,positif
kerenn,positif
"wedee,mangtapp",positif
"mantappp,cigee,emang",positif
keren,positif
"mantap,keren",positif
info,positif
"widihh,keren",positif
cakepp,positif
masyaallah,positif
makas,positif
"makasih,cijess",positif
alhamdulillah,positif
masyaallah,positif
mantul,positif
kereen,positif
"makasih,foto,mimin,hati,sombong",positif
kerennn,positif
"masyaaallah,freyaa",positif
"kerennn,showroom",positif
"terima,kasih,semangattt",positif
"mantap,cimta",positif
"terima,kasih,cici",positif
kerennn,positif
"kalo,kurir,anterajanya,kirim,paket,request,pick,inimah",positif
"telat,pickup,contoh,bener,gitu,biar,telat,alas,nyalahin,seller,please,kalo,cepat,jujur,gituloooo",positif
"telat,pickup,contoh,bener,gitu,biar,telat,alas,nyalahin,seller,please,kalo,cepat,jujur,gituloooo",positif
kerennn,positif
"kalo,tukang,paket",positif
"masyaaallah,freyaa",positif
"mantappp,cigee,emang",positif
mantap,positif
"masya,allah,onyiel",positif
"peace,love,gawl",positif
mantap,positif
"ramadan,pake",positif
flora,positif
alhamdulillah,positif
"thanks,info",positif
flora,positif
keren,positif
"bahagia,satpam,wkwk",positif
"kerennn,semangat,browwww",positif
"ramadan,pake",positif
masyaallah,positif
"terima,kasih,anteraja,marsha,ngetwit",positif
"mint,mantap",positif
flora,positif
"eiitttsss,produk",positif
kerennn,positif
